id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
889,2.766640444e-10,1.10411166591e-07,5.75006072846e-10,1.96860202829e-09,3.01158803501e-11,2.48374892517e-10,8.89945037081e-08,3.6441334335e-10,4.79835818461e-08,5.44523856187e-08,3.67215477277e-11,4.08161908436e-10,1.87125159632e-08,7.03606737173e-08,1.19600037747e-10,1.91757930904e-09,9.61464051508e-09,1.2605576392e-08,2.00422824023e-11,0.99972215202,8.24178503357e-09,5.84553684391e-12,2.50599594795e-12,3.58234933589e-12,1.9788340923e-11,7.80163805735e-11,7.2334936132e-09,3.59465582769e-12,1.06714856722e-11,1.0455674274e-12,7.92660924538e-12,3.28230603532e-11,4.68089946977e-09,8.53034888598e-12,3.14830828501e-11,2.33346042824e-11,2.4745418834e-08,1.49313770782e-06,9.85375113928e-11,4.10397113218e-09,3.13227697514e-09,2.99512028212e-08,7.25565215794e-11,2.22623329912e-08,1.18052169526e-10,1.9979828234e-09,2.06517267497e-14,0.000275136529254,1.20655701686e-08,4.31241749292e-12,2.35688634644e-08,2.68936723419e-13,1.62131540184e-11,1.80440563231e-13,8.43819830704e-11,1.30600329764e-07,1.81135542823e-12,1.20324623601e-09,6.66733339083e-10,9.07592905418e-09,1.93603945879e-10,1.80957621922e-11,1.25012717471e-11,1.49220042421e-08,1.62597761312e-12,2.52240149639e-09,1.23539902424e-13,9.25187660337e-10,5.65111071645e-09,5.77353138212e-09,1.5368695386e-10,1.30874244414e-10,5.38617139237e-11,5.39601821703e-10,6.22128314691e-13,3.74348416645e-13,1.12755813682e-07,3.62054959697e-09,6.3088050493e-10,5.1935497346e-10,9.92037661183e-09,3.72038325472e-11,9.16812674137e-08,1.13038863509e-11,1.42821549545e-08,3.9619445389e-08,9.26426300693e-09,1.3500142717e-07,1.89266246346e-14,3.26172327852e-08,1.1558161094e-09,1.56766574328e-11,3.9907114193e-11,7.91229815972e-12,5.20260418161e-09,1.58870941718e-08,3.88929909825e-10,7.95144554473e-12,1.14908370885e-08
890,1.88223379668e-09,1.63742542448e-09,2.11222740784e-10,7.24559556508e-08,2.25892568259e-08,1.6965338463e-07,7.40193957476e-12,1.09171846499e-09,2.9227102263e-09,1.53357564189e-07,1.61846154922e-06,7.23183113613e-10,2.46427792201e-09,2.78349768419e-08,1.35301724513e-07,1.74212749348e-09,7.51903227995e-09,1.70463633606e-09,6.55934679804e-10,5.99964849641e-10,2.77660559364e-08,5.67881885586e-06,2.84298936314e-08,3.25057504635e-10,1.71313668958e-10,2.81665897887e-09,1.7126214583e-06,2.14739517501e-09,1.04036037542e-09,1.02927828179e-09,1.76587386687e-13,1.23493702651e-05,3.14353563787e-07,2.96086230319e-06,1.33502537658e-10,3.65395507979e-08,1.48660085608e-09,1.87007702019e-13,1.7059699686e-10,1.05063695013e-12,6.46055243756e-16,1.41355742232e-08,2.6932651873e-10,3.27369246982e-12,1.01724721325e-07,5.10281809312e-07,0.999879532485,2.98974207609e-15,4.70558726963e-11,3.99013072605e-07,3.05122125916e-10,1.5505701723e-06,4.79007334042e-08,1.4375458357e-07,1.36613417557e-05,7.9439692594e-07,4.91176320691e-06,7.94949236589e-14,6.6221449327e-14,6.44919667567e-10,1.39585973324e-09,9.34503703433e-09,7.01085366391e-09,8.4491038564e-10,9.53907996415e-06,1.48405087893e-06,7.43800314371e-07,1.56795092147e-13,5.05392292701e-06,5.79849497468e-12,7.88112134803e-11,7.23760807917e-11,8.89825327769e-09,3.01476356017e-11,6.65886871831e-06,3.58397667728e-05,2.31416515753e-13,2.2739180746e-09,1.03120995601e-06,6.74543583772e-07,8.14664685773e-07,1.65851333743e-12,3.50380142817e-15,8.05510430147e-06,3.66840191524e-08,1.4354825384e-12,3.65037478101e-12,3.8902581591e-14,2.50083014958e-06,6.63161905286e-13,3.95678470009e-12,6.84560762939e-09,3.19843845047e-07,5.11182320731e-08,4.51415131386e-10,6.781144629e-13,2.11229590154e-11,1.35438325043e-07,1.42488798887e-08
891,5.79738235322e-05,5.63458239463e-05,4.201051377e-05,0.000282307709228,1.04055888543e-06,1.23876300275e-06,1.49460471489e-05,9.246172687e-07,0.00063883570615,5.07380193916e-07,9.24240889148e-05,2.26999826415e-06,0.00517706476761,5.83792884968e-06,0.0056224053802,5.90624024779e-06,3.54249939347e-05,0.000160831553755,1.4251483596e-07,0.000134055367983,6.88812046269e-05,5.64978460801e-05,3.77964384608e-06,1.63001480731e-09,1.50394726894e-07,4.80111009594e-07,0.000959548216426,5.09568466345e-06,4.09872267907e-09,1.07513449198e-09,8.22976814616e-07,1.27930106238e-05,5.13547794697e-06,1.74449658254e-06,0.000159207202089,1.48568784993e-07,0.000284714289199,2.40972788246e-07,6.55967458116e-06,7.87007203091e-08,7.48635529303e-07,0.000172942691265,1.55192761257e-05,3.79194717345e-06,5.32399393833e-06,6.37097929986e-05,1.01689111444e-05,6.40519218107e-05,2.31935898214e-05,8.68271070776e-06,0.00088966058574,7.58267637898e-07,4.1027080949e-06,3.91311066796e-07,1.9795135806e-07,3.53345390945e-06,5.84436382109e-08,2.10299408264e-06,0.00136063266144,1.46774389009e-05,2.69544686757e-06,2.31520209589e-06,1.50096393318e-06,6.93649943733e-05,3.38619300174e-07,1.71139852235e-06,1.98309433655e-07,6.61656018904e-08,3.88282721193e-05,2.59539140169e-07,2.53115146995e-10,3.69940897441e-08,1.30901006319e-07,3.99026033497e-07,1.64133433279e-08,3.05195024157e-06,8.49187844989e-06,2.74571189824e-06,3.20659021386e-07,0.00220201426664,6.19122647582e-07,2.4862068665e-06,1.52225737775e-05,2.5504804623e-05,4.11300192626e-05,0.000178123308772,1.4747241486e-05,8.09525616292e-06,2.9160965178e-09,3.3801504087e-05,1.74248264496e-06,7.82576575783e-05,2.66812389976e-06,1.95360932229e-06,0.980364399495,0.000323117672796,4.21141833884e-06,1.87001183729e-06,2.49312698349e-05
895,2.36910377669e-06,9.82887785971e-08,9.8208592101e-11,2.83161620861e-06,2.16099176269e-07,3.7982038549e-10,1.50276001812e-08,1.91329663022e-07,1.11989613447e-06,2.38658345384e-08,1.32381446294e-06,1.12155719503e-06,4.72999087006e-09,1.26925543767e-08,3.95100130782e-08,3.56717848269e-08,9.25571345145e-06,1.48143004904e-08,0.996945246891,8.23883145346e-11,0.000156496639839,1.37928709478e-10,3.02716701527e-10,4.15301782427e-11,3.09350687565e-08,5.68958934786e-08,1.55907870472e-07,3.51811150093e-11,3.77839088664e-08,5.91781980914e-11,1.58527939803e-10,3.41190322039e-11,3.40287872632e-09,2.91237448375e-08,3.01390241607e-12,2.8681750968e-07,4.00245076605e-10,3.65968441466e-11,1.36307644586e-11,2.95445566836e-10,3.2122893097e-12,1.32666327029e-09,4.00050200018e-11,6.15502038708e-07,3.02820048037e-09,1.12015106399e-11,1.02361926229e-10,1.32644588108e-09,7.4975798694e-05,0.00160755098387,3.85268560549e-11,6.12747897349e-10,1.86451853229e-08,2.08650032759e-07,3.90753378628e-09,1.15827951044e-08,2.28865846451e-08,7.2430930184e-11,4.72815943404e-10,3.53125389797e-09,1.97693746275e-06,2.12903838577e-09,6.06441540609e-08,7.68154258092e-10,1.08290111707e-10,3.90755800783e-09,3.57943752679e-11,1.48574371728e-11,2.88535560441e-11,1.76209339353e-07,4.3696552989e-08,6.206127122e-07,2.42727795734e-10,7.32375803966e-08,1.16967390226e-07,4.90904078262e-09,2.18631092275e-09,1.33692182884e-07,1.76297885347e-10,4.04893278195e-08,1.82180199239e-08,7.39751019875e-13,4.47636308012e-11,1.68487640759e-09,4.59145839237e-08,1.57450587099e-08,1.98576054266e-06,4.10819714264e-09,1.20626174192e-09,0.0011173273205,5.48239462289e-09,4.6473626288e-05,1.06463026669e-07,2.57634189408e-05,4.55148755721e-07,3.50556973643e-08,2.53236411628e-10,2.05335166354e-08,4.42910240394e-08
902,0.999959369176,1.2597267987e-07,1.10968069672e-07,3.47431318813e-07,1.12154599611e-07,4.63964105427e-08,1.02505629243e-08,7.15384177641e-08,4.32531143235e-06,1.9707430107e-07,9.82436908594e-07,1.89628047606e-07,2.51270796545e-07,3.05848066897e-08,5.07288157771e-08,5.12596331727e-09,2.52875287448e-06,8.44922575218e-08,7.00744404815e-07,5.43355961853e-09,4.94603790276e-06,5.79918226681e-08,3.9551204159e-12,5.65267662017e-08,1.35769457727e-08,1.00554760724e-08,2.75230824e-07,1.22350912421e-09,7.83426901129e-09,1.84406584435e-12,4.57806923336e-11,1.8907570625e-09,7.87168103136e-08,2.04871522151e-07,6.29281304483e-10,3.10822379027e-08,3.69319992155e-09,7.47508315784e-09,9.25421344498e-09,1.87133849131e-09,3.64375937716e-10,6.25991032959e-06,1.5798664863e-09,1.23610933129e-08,8.79058413693e-07,3.92097289714e-10,7.2774572852e-10,2.74685605066e-09,8.82433979572e-07,5.52208003802e-07,2.71511675639e-10,4.53643274907e-09,5.01986612657e-09,1.38699956741e-09,6.79920473622e-07,1.24207254699e-09,5.81498704623e-10,4.78744531714e-11,1.4105620013e-08,3.34061906547e-06,1.80409224759e-07,2.62262648143e-08,5.3109004201e-09,1.43788408767e-09,1.18913787617e-08,2.88894322083e-06,2.20988713404e-10,6.31473541024e-12,3.06679972259e-08,1.1374258428e-09,1.04985013116e-08,9.67014276534e-09,3.49178606185e-09,1.55220517766e-08,7.749006481e-07,1.55475556113e-07,2.79898624947e-08,2.34403430994e-09,6.80428017869e-09,4.88030925405e-08,1.62703590911e-09,1.26030692488e-10,5.11404411405e-11,2.26477426689e-08,8.98568100647e-07,1.83611940254e-06,3.07137303727e-08,5.21392731632e-10,3.11910956321e-10,2.34748217687e-07,1.11144283345e-08,2.20755888856e-06,4.35053925356e-09,6.23495110539e-07,8.58233099174e-07,7.04135865993e-08,6.12462479664e-09,4.35779291166e-08,1.05494532118e-06
903,4.6116603308e-09,8.8730022748e-09,1.92838328356e-09,6.20011535533e-10,7.46511881225e-09,4.57083737639e-08,8.71456482755e-08,1.18085514996e-08,2.53217019905e-08,2.81679093155e-08,1.59352649646e-09,3.98280508103e-08,1.84021799524e-09,4.68945248843e-07,1.63924111999e-09,2.46161719083e-08,2.40561921863e-10,6.95989996524e-08,3.29997142333e-09,4.28161663977e-09,1.81279875897e-08,1.36469952758e-10,2.67413460293e-07,3.38388751013e-10,1.35947669437e-08,1.6649364326e-09,2.94577857316e-09,6.90233287596e-11,3.16392973336e-08,4.76074558414e-08,4.26190365964e-10,1.02930628233e-07,1.68551018284e-07,0.999992468006,8.01414738425e-10,1.65885144698e-08,8.16376692831e-10,6.91006315002e-11,5.93680548464e-10,1.02121905204e-09,1.01542780659e-08,1.79319473721e-09,6.32762194103e-11,2.39732689328e-12,2.59342879644e-09,1.44589993962e-07,5.03997709347e-07,4.34419112057e-11,1.70231130803e-08,1.02373099995e-08,7.79073636127e-10,1.34156643044e-07,3.33835235813e-08,1.23832195922e-07,2.81236309052e-07,8.19479758786e-08,3.92696744389e-11,1.14959209514e-11,1.09197531177e-11,6.22862264796e-09,7.83393840531e-08,1.92304882033e-08,5.62335584462e-08,3.489481089e-11,1.13892844106e-09,2.8881830508e-06,1.4152472342e-09,3.74252617049e-11,2.02729720865e-09,8.64093718542e-10,1.25742137004e-07,1.67539240353e-09,7.80026729712e-09,5.48743160779e-10,1.92405394783e-08,2.16765173809e-09,1.57030026469e-11,2.61461116374e-10,6.8885913722e-08,4.31840997309e-07,8.73123619909e-07,1.93262869694e-11,3.75853883109e-11,8.96913077892e-09,7.76275843657e-09,4.790438207e-12,8.48158911937e-10,2.28695155075e-12,5.64954945715e-09,1.01538766029e-10,2.16363353356e-09,8.60286248403e-09,7.50562696837e-09,4.49554768345e-08,2.82079686782e-10,1.47338687759e-11,1.13408766654e-11,4.39677614473e-10,8.22505660882e-10
905,1.18211554969e-06,3.7241090047e-10,9.57732506205e-09,6.19986712888e-08,1.02075790098e-08,5.02147605747e-10,3.1157504962e-08,5.80547619686e-09,7.19363020984e-08,5.19017346408e-10,1.15077189672e-08,3.60772685451e-08,2.32423503335e-10,8.8082792488e-12,8.94902835443e-10,8.6578441761e-09,2.58745294787e-07,2.56799731783e-08,1.77525086365e-06,3.80125974532e-08,1.61197694633e-09,2.12983491706e-11,6.49759879636e-13,1.02492781677e-12,1.0481385355e-10,2.8408324706e-11,1.94455571689e-07,7.35560838729e-10,2.99523882353e-07,6.48052104419e-14,2.82366611163e-10,5.92242380561e-11,9.37083250669e-09,2.65848404947e-11,1.54120839824e-09,5.18752351277e-10,8.03984189643e-09,5.61355322788e-10,2.55780912927e-08,1.53657023114e-09,1.4600930512e-07,1.574197974e-10,4.92397740042e-09,8.88187704846e-06,2.34696966843e-09,6.52529346349e-09,3.40199019336e-15,5.92914861965e-07,3.14428949616e-08,7.86720027328e-06,5.33988480634e-09,1.02643690931e-12,1.26635161282e-09,6.04366740871e-13,1.51957751196e-11,3.02092537456e-09,4.02192181038e-12,1.38230396786e-08,1.42111485827e-06,9.3691805459e-10,1.60366036406e-09,3.84990600648e-08,7.70099541887e-11,2.33023961947e-08,1.3826098146e-13,1.04973430251e-11,2.15128937783e-12,1.19406754038e-08,1.20363506386e-07,0.014959250331,3.4244349568e-11,1.14506902625e-06,2.31694906715e-09,7.98307238686e-06,4.36082444665e-14,1.29996562761e-09,2.24431175511e-05,1.83011390163e-09,7.10893298207e-12,4.82486560905e-10,4.48548427735e-13,4.62057718414e-10,3.38812149911e-06,5.8070931822e-10,4.79522766377e-08,5.08309385949e-07,1.423598636e-06,4.19805549487e-08,2.99612849984e-12,0.984962584204,1.42223281199e-05,2.24009335674e-10,2.09409507414e-08,3.19268614762e-10,2.81918355743e-06,8.5242305124e-07,1.35122359281e-08,1.44200300516e-10,1.72947609393e-10
909,3.6776744456e-09,1.79931483226e-08,6.80028348429e-06,8.63736719219e-07,3.80066394223e-10,1.01523448484e-07,2.93773117743e-06,3.15271053386e-10,2.73736340222e-08,9.64401905253e-11,8.27390667142e-11,6.60294515667e-11,1.0182070488e-09,7.8994415239e-11,2.9935338983e-10,4.32760752867e-08,6.30392181844e-09,5.1644070002e-09,3.87468469541e-11,3.15828470081e-07,1.43938480619e-09,1.35301417577e-07,9.36766901183e-08,3.47160964766e-08,1.13755992533e-07,1.19022247431e-07,4.39210704188e-09,1.46958881659e-07,2.496498288e-08,4.5510487573e-08,7.74156926068e-06,3.07642741337e-07,7.20834349932e-08,2.21537681171e-08,1.11431504613e-05,5.36554316325e-11,7.4784253006e-06,4.78437331531e-05,8.44060586262e-07,0.00011615201806,0.999679639501,3.84231877138e-09,1.8027096555e-07,1.62392411813e-05,3.38894632052e-09,1.66568503503e-06,3.36264895346e-13,5.20478123052e-07,3.68193466167e-12,6.20501023106e-11,3.89273908272e-05,1.36226955089e-09,4.56697218327e-10,1.01772808776e-13,1.22465481358e-09,1.04282466753e-09,3.69347021807e-13,1.21560722922e-05,8.40982694011e-07,2.83344774409e-07,3.3375412583e-07,1.7809013519e-08,2.47374435123e-08,1.19831666011e-08,8.11768361898e-13,3.08883802759e-10,2.71107507494e-10,6.05095840608e-07,5.60039905428e-09,8.13638146829e-09,1.65852915678e-10,6.49664610535e-10,1.77866441348e-07,8.2897657766e-09,5.97744881571e-14,1.84272888447e-12,5.39811641648e-07,3.64042058051e-08,2.51578458196e-10,2.58527081197e-08,7.60829703799e-12,8.11850691466e-08,2.88220806578e-06,2.27199648944e-10,1.56648108348e-07,6.38395561433e-07,1.46324432134e-09,3.79997054708e-05,7.08789011007e-12,2.66476084458e-07,7.53869301023e-07,1.81306433957e-11,1.01836698822e-10,1.12918697432e-12,1.08794183623e-07,2.4403095489e-07,1.0930181449e-06,5.77230836951e-08,4.88072795815e-09
913,2.59599834083e-07,9.88946744459e-07,6.34139006969e-08,3.59468022204e-05,3.27348116927e-07,5.00882977109e-07,2.63272703897e-06,5.1058327429e-05,3.8418449129e-07,1.08555937669e-07,7.89363673834e-07,2.49187593122e-06,2.29811612773e-05,3.53070316536e-06,1.43789380513e-06,4.69129541948e-07,4.33610440114e-08,4.08812008789e-05,3.45238060284e-06,6.79063432618e-08,3.71726812806e-08,1.01481989182e-06,3.21289620989e-06,4.8072286786e-07,1.15448820766e-06,7.70120213908e-05,3.24023714123e-06,4.87355343984e-07,3.89526852553e-05,2.53670234204e-07,3.32032000429e-07,4.59863544827e-08,3.62632444e-06,1.05410536316e-05,3.71033830678e-05,3.24926416417e-07,1.80711192395e-06,6.93223243548e-08,2.36913655832e-06,1.22134680203e-07,5.29153164841e-09,1.46321282435e-07,7.5688738487e-08,3.54324956622e-07,3.20637649594e-06,1.60487872298e-06,4.76394519416e-07,4.89132058811e-08,5.67503487469e-08,5.6226316266e-06,7.12203803059e-08,6.12305520281e-06,0.00119298510791,6.83877324787e-07,3.36654422596e-07,2.18787595694e-08,1.91871279158e-09,6.85918811684e-06,2.71515158149e-06,2.96703966252e-07,0.000199034421322,2.07081155493e-06,0.997696067705,9.84210933342e-08,3.06197052983e-07,4.6164659645e-06,1.3889244915e-05,4.81130512948e-07,2.0032078838e-08,7.12565668158e-08,3.44281911482e-07,6.43892332507e-07,3.58437832481e-08,2.70389753046e-05,8.93084732086e-09,8.14155814628e-07,3.02142117313e-08,4.00798617628e-06,1.19709745468e-08,3.70308798066e-06,1.5004448987e-07,1.2441375689e-09,1.38281506715e-09,4.22446908717e-06,3.74950942276e-08,5.40690470497e-07,1.01875376784e-05,4.08715336249e-08,2.63134705513e-06,4.35227617347e-07,1.05013379166e-08,3.10903661745e-05,5.34627525182e-06,9.01438252628e-07,2.04092385207e-07,2.62911747115e-07,0.000400826846136,1.45274642466e-06,1.60639137913e-05
921,3.26550301522e-07,2.19247482552e-06,3.21251095331e-09,3.43846968227e-08,4.39544943126e-09,1.15397553963e-09,1.50487929129e-07,6.53218326875e-07,2.8743195249e-06,1.15813192834e-07,1.72373712483e-08,6.4908824814e-06,3.3387519226e-06,4.20540064318e-05,7.04155832031e-07,1.72271905527e-08,1.1175396346e-07,1.48988294283e-06,3.55287950364e-09,4.67602799472e-07,2.41850834124e-06,4.30086863359e-10,1.42399432008e-07,5.83199727737e-11,1.4343346484e-08,1.35946881912e-09,3.204033823e-06,2.58364112734e-11,1.17610757122e-08,2.14823355654e-11,1.69011632292e-09,9.51835596326e-10,7.22620460392e-09,1.55584297693e-07,6.1296668829e-10,3.36472364129e-09,7.2163521633e-08,2.86327254357e-10,2.70492973766e-09,4.55964685489e-10,9.5244002306e-10,7.6356241866e-06,1.22046564157e-09,3.39481964382e-09,8.0764158794e-10,3.88808369806e-09,3.588677128e-09,2.81762008891e-05,0.999866160878,7.54327915102e-07,5.1286436491e-07,4.54975286755e-11,1.17845811286e-07,5.03301889223e-06,1.5716657153e-09,1.63877454859e-07,1.57242190236e-10,2.53302999586e-10,1.48800779869e-09,3.71307202004e-09,8.36447013249e-08,9.27224348048e-10,4.38049756808e-09,2.04444636428e-08,1.44839368794e-10,1.08973139752e-09,5.52348793419e-11,2.98841107966e-10,2.74858167183e-09,1.18058955205e-10,7.14876847407e-10,1.63067891102e-08,6.30135613361e-11,4.22220348125e-09,2.91589935727e-09,1.12556843709e-09,1.68413766393e-09,1.73428624071e-09,1.22397716868e-09,3.10012731023e-07,5.90181500779e-08,4.71439734662e-10,4.75156476888e-09,1.78966423704e-08,5.52053099174e-09,8.24510225225e-07,8.8531835991e-09,8.41403596815e-09,4.77626919592e-11,4.67899104723e-07,7.52854046481e-10,4.56675313874e-07,1.4080898007e-08,5.93037896529e-08,1.63884807163e-07,1.79871560734e-05,3.06605743486e-09,9.49765020269e-10,3.79812691738e-06
922,5.37681432492e-11,5.4988247181e-10,7.43938501059e-07,3.79475514242e-08,1.03251589832e-10,5.17950611035e-07,1.2763441785e-09,8.03332381133e-11,1.22286346412e-11,3.13839911818e-11,5.21701753251e-09,1.42002970528e-11,6.16237665739e-10,3.95012607367e-12,9.45255580869e-10,3.67740472004e-10,4.93922377892e-11,1.57834176311e-10,5.50312942975e-12,7.12881355826e-10,1.4153947521e-11,9.01181847153e-08,7.5386024231e-11,4.82378799303e-11,5.36179932094e-10,1.83488316209e-10,1.40693626583e-07,1.38039523056e-07,1.11580737169e-08,3.42357972386e-11,1.59617048865e-07,8.50947470213e-09,6.99742394291e-09,1.21625614124e-11,1.30406597921e-06,2.5496907873e-11,6.87743877235e-09,5.10339711603e-12,1.20821772622e-07,2.47196655861e-10,1.10053289657e-09,7.47374163288e-11,0.999993687241,3.70190762197e-08,3.37700284321e-09,1.29631044443e-08,3.0634410274e-11,1.80151612654e-10,1.28430016484e-13,1.80852024962e-10,2.60473098857e-07,2.64034059079e-09,5.00953744173e-11,6.1085099239e-13,2.14680411612e-12,1.20204457695e-12,2.25060625323e-11,6.23254098921e-09,2.78602039999e-08,7.18878883344e-09,1.30751184832e-10,1.87630996861e-06,4.16954970605e-11,7.1988301019e-09,3.29985396606e-11,8.52224670136e-13,7.48157052146e-08,1.31344843922e-08,1.35733241892e-08,2.33223719823e-10,7.51617887855e-14,1.18189549146e-10,2.78423097127e-09,2.45922416511e-07,1.0789195265e-14,5.75949092624e-10,2.13882553074e-09,5.92467465349e-10,1.6546223465e-11,1.14258000749e-07,1.92148123357e-12,2.28046761857e-08,1.51310156331e-10,9.61039609752e-08,4.50650229343e-09,1.98605777735e-10,9.76566754892e-11,2.02016180883e-08,2.51640164249e-10,7.05286814859e-10,7.93002877214e-10,2.7086196786e-12,2.2283135257e-10,2.60049197836e-13,1.54987637958e-07,5.66146882097e-11,1.97770273029e-09,2.20998109973e-10,8.35746202103e-11
925,2.8323369924e-11,1.52086784406e-09,1.39250838702e-08,1.72875437071e-07,1.7875604698e-09,6.18775659675e-08,0.99999512261,2.09549759794e-08,2.32307749275e-07,8.72270285889e-09,3.16304887944e-11,6.7185372315e-10,5.78917764849e-09,1.09684833466e-08,1.77290095133e-09,6.26602160029e-09,2.53626392855e-11,2.95085808948e-09,1.03332581958e-10,1.94819670411e-07,3.73080664001e-10,2.36411531943e-12,3.82118069507e-07,5.8187404133e-11,1.53287220008e-09,1.070199017e-09,2.36266637985e-10,1.96932913375e-10,3.02985275647e-09,1.17692887634e-09,2.30529712788e-08,5.28646802105e-10,2.02773791284e-09,3.88961405726e-09,7.42646765562e-10,3.21768260782e-09,9.59119574493e-08,1.126320602e-07,6.17764534884e-11,1.2858654325e-07,9.11267495758e-09,3.08566856194e-10,1.5163405065e-10,2.98040225204e-09,2.08708720343e-09,1.95827774118e-07,2.04436265845e-12,2.975716569e-08,6.35010055416e-12,1.42199562635e-12,1.0944619307e-08,2.41881243418e-10,1.0499834191e-09,1.99714612618e-11,4.36469071832e-11,3.32586700855e-09,1.91385043745e-14,2.69439231892e-08,9.34281930611e-10,1.22950304327e-08,4.14343470619e-08,2.4072704125e-10,6.20093751849e-09,1.53048622689e-09,1.18151437989e-12,2.21551680377e-10,2.42945577505e-11,8.73862336246e-09,6.26306437701e-11,8.38040257381e-09,1.43937900689e-10,7.015203442e-09,2.81687767249e-11,2.31237605808e-09,8.30981889699e-15,2.16270993088e-13,7.87271754314e-08,4.21998239979e-09,4.4588014933e-08,9.28368909635e-09,9.35057845757e-07,1.6675847936e-09,1.86084598008e-06,5.16448965022e-11,2.31452204632e-09,6.80004033629e-10,1.01722861823e-10,3.21295278279e-10,3.86797084175e-13,9.84373128609e-09,2.44094317017e-09,3.58022230107e-11,4.38793371972e-08,2.26040406427e-10,3.96104299068e-09,1.64977242598e-09,7.25154154199e-09,2.8883807581e-12,2.37891445762e-11
929,9.75813263886e-10,1.84017716411e-08,1.94138736551e-07,4.92668281336e-07,1.62491705395e-08,6.50825513699e-08,3.04861144638e-08,3.32145094766e-07,6.02117936713e-09,1.26441059869e-08,3.2656135655e-06,2.62560803443e-09,1.53682075909e-08,1.13140864943e-06,1.1864829587e-08,1.36097063304e-07,7.36797552365e-08,8.55730882685e-09,5.48473595861e-10,5.8462808589e-08,1.3118380713e-07,1.67129280421e-06,1.04845000842e-06,9.96279767328e-09,4.30172708788e-10,1.87848952682e-06,1.39165641251e-06,4.71512036255e-08,2.0607601601e-08,2.93665787328e-10,3.81763750212e-09,0.999885198044,1.68658088397e-06,1.03367508431e-06,1.53886510179e-08,1.68917801028e-08,9.54659743143e-07,3.76760636521e-10,4.18253453706e-08,6.01369969341e-07,2.21703972349e-10,1.1939478599e-07,4.37263323764e-07,5.02949646188e-08,1.55363203534e-06,2.46848034776e-06,5.62485921447e-06,4.31263655857e-10,3.79613063219e-10,6.81474042219e-07,2.67360064082e-06,2.54360781509e-07,2.84218207433e-07,4.11119276844e-09,2.36885403183e-09,2.37259013205e-08,9.75062972649e-09,1.76699227385e-08,1.56261164763e-08,7.88057305611e-09,8.33037457815e-07,1.87049228734e-08,6.53954551332e-08,1.05992909178e-08,9.11786780781e-08,1.18668932903e-06,2.82184044958e-07,2.27222375711e-08,7.09057953116e-05,6.52835509781e-10,4.59739842311e-11,5.28692523566e-10,6.04916301956e-08,2.95090005883e-08,1.49097194031e-08,1.04013272971e-06,1.14901211027e-09,6.67547489588e-07,1.49102965452e-07,8.88450819024e-08,1.06992521369e-08,7.92282413422e-08,1.07056057944e-09,4.11319921344e-06,2.20943327093e-07,3.26387383704e-09,2.30694417627e-07,1.34412751791e-10,8.58030759402e-07,4.11809519428e-09,4.31964197067e-09,2.324173687e-09,7.13884089089e-07,6.79383054274e-09,1.52325187599e-06,2.1113565283e-09,2.7779077516e-09,8.58806235579e-07,4.01957247337e-08
